index,prediction,anomaly_score,status,Temperature,Pressure,Current,Accelerometer1RMS,Volume Flow RateRMS,possible_reason,severity,recommended_action
795,-1,-0.000764137585847,Anomaly,91.2843,-0.2732159999999999,2.63049,0.203274,122.665,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
803,-1,-0.0039393605243638,Anomaly,90.602,-0.601143,2.7277,0.199828,122.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
2248,-1,-0.0536455888153986,Anomaly,89.6471,0.710565,226.281,0.2100949999999999,119.67,Possible rotor imbalance | Possible overheating | Possible motor overload,WARNING,Inspect rotor alignment and bearings
2249,-1,-0.01566410616595,Anomaly,89.7743,0.382638,2.09619,0.211119,120.337,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
2251,-1,-0.0075140751951482,Anomaly,89.7822,-0.2732159999999999,1.66868,0.211168,120.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
2257,-1,-0.0042581230794597,Anomaly,90.0317,-0.601143,3.14138,0.210575,120.668,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
2258,-1,-0.0159024608864558,Anomaly,89.7628,-0.2732159999999999,1.15669,0.210544,120.334,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
2259,-1,-5.177720347515624e-05,Anomaly,89.9279,0.382638,2.6269400000000003,0.211168,120.668,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
2266,-1,-0.0102436410139367,Anomaly,90.087,0.382638,1.76623,0.212588,121.668,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
2277,-1,-0.0004958066810115,Anomaly,90.3474,0.382638,1.46347,0.21377,121.668,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
3357,-1,-0.0351346278414799,Anomaly,89.2359,0.054711,230.819,0.212057,125.669,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
3358,-1,-0.0012768471358954,Anomaly,89.3413,0.054711,2.73009,0.210227,125.332,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
3395,-1,-0.0144468646502736,Anomaly,89.2295,0.710565,2.62086,0.212367,125.669,Possible rotor imbalance | Possible overheating,WARNING,Inspect rotor alignment and bearings
6998,-1,-0.0340261844070397,Anomaly,89.4128,0.382638,219.403,0.217426,126.675,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
6999,-1,-0.0045892737076028,Anomaly,89.4945,0.054711,2.89424,0.219021,126.327,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
7350,-1,-0.0336586809504954,Anomaly,89.3436,0.382638,233.203,0.2178119999999999,127.0,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
7351,-1,-0.0080849117906632,Anomaly,89.3846,0.054711,3.00266,0.212863,127.0,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
7387,-1,-0.005023639895651,Anomaly,88.8962,-0.601143,3.04942,0.216658,126.654,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
7654,-1,-0.019752240852359,Anomaly,88.7889,0.054711,202.80900000000003,0.213642,127.0,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
8590,-1,-0.0401650886564619,Anomaly,88.6294,0.054711,232.028,0.21143,126.677,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
8598,-1,-0.0028235848839442,Anomaly,88.7114,0.710565,2.63623,0.2119909999999999,126.677,Possible rotor imbalance | Possible overheating,WARNING,Inspect rotor alignment and bearings
9401,-1,-0.060560907989851,Anomaly,88.8333,0.054711,2.0785400000000003,0.0809684,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9402,-1,-0.0310967831184143,Anomaly,88.9111,0.710565,0.983799,0.0807209,75.9813,Possible rotor imbalance | Possible overheating,WARNING,Inspect rotor alignment and bearings
9403,-1,-0.0185208139415691,Anomaly,88.8676,0.054711,1.6666299999999998,0.0814001,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9404,-1,-0.0141656367712617,Anomaly,88.8907,0.382638,1.09053,0.0807549,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9405,-1,-0.0028543654443465,Anomaly,88.9437,0.382638,1.19995,0.0803943999999999,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9406,-1,-0.0184425030406732,Anomaly,88.8887,0.054711,1.92474,0.0810309999999999,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9407,-1,-0.0142161573296771,Anomaly,88.6363,0.382638,1.1526,0.0810765,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9408,-1,-0.0279689431141263,Anomaly,88.6354,-0.2732159999999999,0.905878,0.0809347,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9409,-1,-0.0278136184198496,Anomaly,88.8926,-0.2732159999999999,1.91867,0.080695,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9410,-1,-0.0182208141947664,Anomaly,88.8231,0.054711,1.82777,0.0817192,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9411,-1,-0.0372969690128031,Anomaly,88.7715,0.382638,0.991046,0.080109,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9412,-1,-0.0281142703377565,Anomaly,88.7046,0.054711,1.6817400000000002,0.0820927,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9413,-1,-0.0283997631469141,Anomaly,88.7,-0.2732159999999999,1.07474,0.0813105,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9414,-1,-0.0440805320926173,Anomaly,88.6371,0.382638,2.09081,0.0800972,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9415,-1,-0.0408418513217104,Anomaly,88.6956,0.054711,1.12725,0.0811703999999999,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9416,-1,-0.0393873815574552,Anomaly,88.5736,0.054711,1.18238,0.0801936,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9417,-1,-0.0209860966065368,Anomaly,88.6664,0.054711,2.10927,0.0812224,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9418,-1,-0.0277216584066782,Anomaly,88.5772,0.054711,1.1801,0.0814728999999999,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9419,-1,-0.0403310968959275,Anomaly,88.5999,0.054711,2.20308,0.0801659,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9420,-1,-0.0332215322834158,Anomaly,88.6441,0.054711,2.2181900000000003,0.081778,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9421,-1,-0.0410092250396221,Anomaly,88.7828,0.054711,1.88792,0.0806386,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9422,-1,-0.0301581105009315,Anomaly,88.5993,0.054711,2.18586,0.0809803,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9423,-1,-0.0368612739063876,Anomaly,88.7473,-0.2732159999999999,1.37543,0.0810016,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9424,-1,-0.0417556469862329,Anomaly,88.5554,0.054711,1.70246,0.0802319,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9425,-1,-0.0310178113353634,Anomaly,88.8971,0.382638,2.18614,0.0807201,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9426,-1,-0.0166241490069093,Anomaly,89.016,0.382638,1.96727,0.0812831,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9427,-1,-0.0189555769954319,Anomaly,88.874,0.054711,1.7995900000000002,0.0805046,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9428,-1,-0.020882432371752,Anomaly,89.1211,-0.2732159999999999,1.52757,0.0812913,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9429,-1,-0.0260609119143077,Anomaly,88.7179,0.054711,1.3905299999999998,0.0810401,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9430,-1,-0.0389827650079579,Anomaly,89.0628,0.054711,0.965702,0.0799845,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9431,-1,-0.039658097079954,Anomaly,88.809,0.054711,1.42133,0.0815354,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9432,-1,-0.0371867074245071,Anomaly,89.0289,0.054711,1.85384,0.0802575,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9433,-1,-0.0214860149509062,Anomaly,89.0561,0.054711,1.41986,0.0811273999999999,74.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9434,-1,-0.0364890845990599,Anomaly,88.8858,0.382638,1.81317,0.0813108999999999,74.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9435,-1,-0.0384341308459562,Anomaly,89.0845,-0.2732159999999999,1.14729,0.0805508,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9436,-1,-0.0437316854244416,Anomaly,88.9849,0.054711,0.648619,0.0815845,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9437,-1,-0.0547687298653648,Anomaly,89.1008,-0.2732159999999999,0.686722,0.0806317,74.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9438,-1,-0.0387943149456235,Anomaly,88.9293,0.382638,1.04295,0.0815506999999999,74.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9439,-1,-0.0211432879294326,Anomaly,88.92299999999999,0.054711,1.58388,0.0807301,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9441,-1,-0.0357401629702612,Anomaly,88.8569,0.382638,1.00754,0.0810947,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9442,-1,-0.0225892911133228,Anomaly,88.8944,0.382638,0.880192,0.0804462,75.0189,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9443,-1,-0.0279746877555022,Anomaly,88.9382,0.054711,1.71151,0.0822415,75.9813,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9444,-1,-0.0140966465095065,Anomaly,89.0223,-0.2732159999999999,1.6946599999999998,0.0806038999999999,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9445,-1,-0.0042974057697495,Anomaly,88.7808,0.382638,1.63851,0.0811294,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9446,-1,-0.0112829408792657,Anomaly,89.0067,0.382638,1.24484,0.0815355,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9447,-1,-0.0009045319257708,Anomaly,89.0296,0.054711,1.0195299999999998,0.0821332,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9505,-1,-0.0547068536236069,Anomaly,88.3911,0.054711,0.695152,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9506,-1,-0.0190446207849518,Anomaly,88.3409,0.054711,1.73728,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9507,-1,-0.0034327194291505,Anomaly,88.2012,0.054711,0.74066,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9508,-1,-0.011750667752609,Anomaly,88.3352,0.054711,1.43663,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9509,-1,-0.0084712348458603,Anomaly,88.3484,0.054711,1.15488,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9510,-1,-0.0874059161305326,Anomaly,86.6544,0.054711,2.32633,0.0815763,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9512,-1,-0.0060577260412711,Anomaly,86.7096,0.382638,1.47875,0.0807025,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9513,-1,-0.0001894771402377,Anomaly,86.6393,0.054711,2.06605,0.0809415,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9515,-1,-0.0022300522410818,Anomaly,86.7163,0.054711,1.91633,0.0800013999999999,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9516,-1,-0.018332399278536,Anomaly,86.5814,-0.2732159999999999,1.21566,0.0824325,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9517,-1,-0.0151189225260287,Anomaly,86.8484,-0.2732159999999999,1.95647,0.0797211,76.0192,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9518,-1,-0.0115892220043447,Anomaly,86.6529,-0.2732159999999999,1.96195,0.0767831,75.0192,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9521,-1,-0.0057221881754661,Anomaly,86.73899999999999,0.054711,1.81721,0.0772608,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9524,-1,-0.0033339991641383,Anomaly,87.1744,0.382638,1.7217,0.0774778,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9526,-1,-0.0339045937929489,Anomaly,87.0647,-0.2732159999999999,2.19591,0.077527,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9527,-1,-0.0013302223815594,Anomaly,87.0924,0.054711,2.0258,0.0768165,76.0192,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9528,-1,-0.0079929322218716,Anomaly,86.6343,0.054711,1.81889,0.0776995,76.9811,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9529,-1,-0.0119690115366629,Anomaly,86.681,-0.601143,1.92902,0.0776658,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9530,-1,-0.0110104712740142,Anomaly,87.00399999999999,-0.2732159999999999,1.8269,0.0771095,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9531,-1,-0.0190747928465521,Anomaly,87.1469,0.382638,1.97242,0.0786795,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9533,-1,-0.0054586801284636,Anomaly,87.1432,0.054711,2.11167,0.0781058999999999,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9536,-1,-0.0075164850192982,Anomaly,87.0517,0.382638,1.96011,0.0788778,76.9811,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9540,-1,-0.0025836597271297,Anomaly,87.1668,-0.2732159999999999,0.648422,0.0788735,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9541,-1,-0.0410322140647999,Anomaly,87.03,0.382638,1.56279,0.0777243999999999,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9543,-1,-0.0219377574887089,Anomaly,87.1356,0.054711,0.635127,0.0779474,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9544,-1,-0.0236090163293362,Anomaly,87.084,0.382638,1.31389,0.0771778,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9548,-1,-0.0042030743134559,Anomaly,87.0487,0.054711,1.29362,0.0767975,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9549,-1,-0.0074395088302127,Anomaly,87.0802,0.054711,1.17799,0.0759054,75.0192,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9551,-1,-0.0001171733453533,Anomaly,87.1589,0.054711,1.26226,0.0764447,74.9811,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9556,-1,-0.0112120656654163,Anomaly,87.3116,0.382638,1.2443799999999998,0.0802399999999999,73.0386,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9796,-1,-0.1082328115143655,Anomaly,87.9417,-0.2732159999999999,231.72,0.0802102,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,CRITICAL,Inspect rotor alignment and bearings
9797,-1,-0.0784932115579378,Anomaly,87.8675,-0.2732159999999999,1.07757,0.0805325,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9798,-1,-0.0276315027133556,Anomaly,87.7671,-0.2732159999999999,0.995059,0.0809111,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9799,-1,-0.0178996160783101,Anomaly,87.9109,-0.2732159999999999,1.01846,0.0796169,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9800,-1,-0.0449430155263635,Anomaly,87.8668,0.382638,2.01471,0.0814735,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9801,-1,-0.0555929754314348,Anomaly,87.8987,-0.601143,0.93877,0.0798919999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9802,-1,-0.0288635062211758,Anomaly,88.0211,-0.2732159999999999,1.09261,0.0806383999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9803,-1,-0.027540953921607,Anomaly,87.9624,-0.2732159999999999,0.95094,0.0807373999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9804,-1,-0.0206542438991299,Anomaly,87.9657,-0.2732159999999999,1.1851200000000002,0.0809534,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9805,-1,-0.0283797483857543,Anomaly,88.0188,-0.2732159999999999,1.7845799999999998,0.0796476,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9806,-1,-0.0253369808984889,Anomaly,88.0209,-0.2732159999999999,1.93724,0.0816949,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9807,-1,-0.0232314751457995,Anomaly,87.8574,0.382638,1.63493,0.0801899,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9808,-1,-0.0031792461681264,Anomaly,88.0017,0.382638,1.73666,0.080437,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9809,-1,-0.0377064835014949,Anomaly,88.0039,0.054711,0.744966,0.0814862,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9810,-1,-0.0292647661434307,Anomaly,87.9459,0.054711,1.11907,0.0797406,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9811,-1,-0.0441030059123724,Anomaly,88.0253,-0.2732159999999999,1.6872900000000002,0.0818988,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9812,-1,-0.0179604962894147,Anomaly,88.0108,-0.2732159999999999,1.5484,0.0805958,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9813,-1,-0.0172231626329532,Anomaly,87.9626,0.382638,1.7232900000000002,0.0808789999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9814,-1,-0.027552070410635,Anomaly,88.1275,-0.2732159999999999,1.55915,0.080364,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9815,-1,-0.0174389515976597,Anomaly,87.9542,0.382638,1.0929799999999998,0.0808678999999999,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9816,-1,-0.0198861082460264,Anomaly,87.825,0.054711,1.40457,0.0796873,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9817,-1,-0.0277885051473509,Anomaly,88.1088,0.054711,1.6648,0.0811894,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9819,-1,-0.0056800444399148,Anomaly,88.0126,0.054711,2.1202,0.0795327,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9820,-1,-0.0251358826508041,Anomaly,87.7614,0.054711,2.30349,0.0805598999999999,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9821,-1,-0.0211752372801745,Anomaly,87.8422,0.054711,1.33335,0.0800551,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9823,-1,-0.0208763712404314,Anomaly,87.962,0.054711,1.35898,0.0809103,74.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9824,-1,-0.0116691661223736,Anomaly,88.0014,0.054711,1.55659,0.0798926,74.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9825,-1,-0.0076844257979749,Anomaly,87.9763,0.054711,0.801226,0.0789773,74.9619,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9826,-1,-0.0473995218100453,Anomaly,87.9217,-0.2732159999999999,2.01141,0.0803599,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9827,-1,-0.0161975190920022,Anomaly,88.2194,-0.2732159999999999,1.39003,0.0797725,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9828,-1,-0.0245007501048477,Anomaly,87.9873,-0.2732159999999999,1.39978,0.0810258999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9829,-1,-0.0176560294645284,Anomaly,87.917,-0.2732159999999999,1.42123,0.079307,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9830,-1,-0.0215737272455592,Anomaly,87.9006,-0.2732159999999999,1.1109,0.0801613,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9831,-1,-0.01193175063376,Anomaly,87.9614,0.054711,1.62758,0.0809706999999999,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9832,-1,-0.0104375539014854,Anomaly,88.0002,0.054711,1.6687900000000002,0.0798958,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
