index,prediction,anomaly_score,status,Temperature,Pressure,Current,Accelerometer1RMS,Volume Flow RateRMS,possible_reason,severity,recommended_action
9505,-1,-0.058126693936421,Anomaly,88.3911,0.054711,0.695152,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9506,-1,-0.009955746487117,Anomaly,88.3409,0.054711,1.73728,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9508,-1,-0.0128396702009052,Anomaly,88.3352,0.054711,1.43663,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9509,-1,-0.0106937256270951,Anomaly,88.3484,0.054711,1.15488,0.0,0.0,Possible overheating | Possible valve blockage | Possible cavitation or low flow,WARNING,Inspect cooling system
9510,-1,-0.09250130023585,Anomaly,86.6544,0.054711,2.32633,0.0815763,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9511,-1,-0.0057645971539634,Anomaly,86.8079,0.054711,1.29312,0.0817064,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9512,-1,-0.0063233194162853,Anomaly,86.7096,0.382638,1.47875,0.0807025,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9513,-1,-0.0018478454653849,Anomaly,86.6393,0.054711,2.06605,0.0809415,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9515,-1,-0.0153652776252897,Anomaly,86.7163,0.054711,1.91633,0.0800013999999999,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9516,-1,-0.0276361241016497,Anomaly,86.5814,-0.2732159999999999,1.21566,0.0824325,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9517,-1,-0.0124659343296286,Anomaly,86.8484,-0.2732159999999999,1.95647,0.0797211,76.0192,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9518,-1,-0.0354665599389006,Anomaly,86.6529,-0.2732159999999999,1.96195,0.0767831,75.0192,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9519,-1,-0.0140297836984455,Anomaly,86.8171,-0.2732159999999999,1.7408,0.0761477,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9520,-1,-0.0072342343436514,Anomaly,86.9203,0.382638,1.13307,0.0771072,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9521,-1,-0.0055435941534669,Anomaly,86.73899999999999,0.054711,1.81721,0.0772608,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9524,-1,-0.0157036290637117,Anomaly,87.1744,0.382638,1.7217,0.0774778,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9525,-1,-0.0140782278872854,Anomaly,86.7636,0.382638,1.9987,0.0761727,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9526,-1,-0.0512803608070286,Anomaly,87.0647,-0.2732159999999999,2.19591,0.077527,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9527,-1,-0.0145210608604348,Anomaly,87.0924,0.054711,2.0258,0.0768165,76.0192,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9528,-1,-0.0221417602813124,Anomaly,86.6343,0.054711,1.81889,0.0776995,76.9811,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9529,-1,-0.0198882017506849,Anomaly,86.681,-0.601143,1.92902,0.0776658,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9530,-1,-0.0358457707090158,Anomaly,87.00399999999999,-0.2732159999999999,1.8269,0.0771095,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9531,-1,-0.0327619543624634,Anomaly,87.1469,0.382638,1.97242,0.0786795,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9532,-1,-0.0124449196964896,Anomaly,87.2804,0.382638,1.32158,0.0771416,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9536,-1,-0.0065450065142979,Anomaly,87.0517,0.382638,1.96011,0.0788778,76.9811,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9539,-1,-0.0130916675748513,Anomaly,87.0939,-0.2732159999999999,1.87931,0.0784329,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9540,-1,-0.0077754924452324,Anomaly,87.1668,-0.2732159999999999,0.648422,0.0788735,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9541,-1,-0.0375165488220862,Anomaly,87.03,0.382638,1.56279,0.0777243999999999,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9542,-1,-0.0039611305780669,Anomaly,87.1242,-0.2732159999999999,1.85563,0.077633,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9543,-1,-0.0283284469557196,Anomaly,87.1356,0.054711,0.635127,0.0779474,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9544,-1,-0.0508518959220225,Anomaly,87.084,0.382638,1.31389,0.0771778,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9547,-1,-0.0090647219808721,Anomaly,87.0352,0.054711,0.626587,0.0756635,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9548,-1,-0.0080803803207424,Anomaly,87.0487,0.054711,1.29362,0.0767975,75.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9549,-1,-0.0027763671718942,Anomaly,87.0802,0.054711,1.17799,0.0759054,75.0192,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9551,-1,-0.0088504413916165,Anomaly,87.1589,0.054711,1.26226,0.0764447,74.9811,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9556,-1,-0.0127162824241235,Anomaly,87.3116,0.382638,1.2443799999999998,0.0802399999999999,73.0386,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9737,-1,-0.0037148499377095,Anomaly,88.0462,0.382638,2.25864,0.0802895,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9796,-1,-0.0717828102907979,Anomaly,87.9417,-0.2732159999999999,231.72,0.0802102,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage | Possible motor overload,WARNING,Inspect rotor alignment and bearings
9797,-1,-0.0509283324748166,Anomaly,87.8675,-0.2732159999999999,1.07757,0.0805325,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9798,-1,-0.0149178004370662,Anomaly,87.7671,-0.2732159999999999,0.995059,0.0809111,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9800,-1,-0.0335159725514428,Anomaly,87.8668,0.382638,2.01471,0.0814735,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9801,-1,-0.0304404402120455,Anomaly,87.8987,-0.601143,0.93877,0.0798919999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9802,-1,-0.0132066473724887,Anomaly,88.0211,-0.2732159999999999,1.09261,0.0806383999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9803,-1,-0.0120706288991467,Anomaly,87.9624,-0.2732159999999999,0.95094,0.0807373999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9805,-1,-0.0165357183181683,Anomaly,88.0188,-0.2732159999999999,1.7845799999999998,0.0796476,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9806,-1,-0.0137841345107017,Anomaly,88.0209,-0.2732159999999999,1.93724,0.0816949,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9807,-1,-0.0199563292053559,Anomaly,87.8574,0.382638,1.63493,0.0801899,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9809,-1,-0.0227098887795156,Anomaly,88.0039,0.054711,0.744966,0.0814862,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9810,-1,-0.0310395171578874,Anomaly,87.9459,0.054711,1.11907,0.0797406,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9811,-1,-0.0233568476420086,Anomaly,88.0253,-0.2732159999999999,1.6872900000000002,0.0818988,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9812,-1,-0.003124020533134,Anomaly,88.0108,-0.2732159999999999,1.5484,0.0805958,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9813,-1,-0.00845572768889,Anomaly,87.9626,0.382638,1.7232900000000002,0.0808789999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9814,-1,-0.0178796129084255,Anomaly,88.1275,-0.2732159999999999,1.55915,0.080364,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9815,-1,-0.0149149299021068,Anomaly,87.9542,0.382638,1.0929799999999998,0.0808678999999999,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9816,-1,-0.0088613528073544,Anomaly,87.825,0.054711,1.40457,0.0796873,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9817,-1,-0.0196941526434603,Anomaly,88.1088,0.054711,1.6648,0.0811894,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9819,-1,-0.0038450582128223,Anomaly,88.0126,0.054711,2.1202,0.0795327,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9820,-1,-0.0254785077148541,Anomaly,87.7614,0.054711,2.30349,0.0805598999999999,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9821,-1,-0.0134397407442936,Anomaly,87.8422,0.054711,1.33335,0.0800551,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9823,-1,-0.0128944674988031,Anomaly,87.962,0.054711,1.35898,0.0809103,74.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9824,-1,-0.0094315344863524,Anomaly,88.0014,0.054711,1.55659,0.0798926,74.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9825,-1,-0.0033611896514385,Anomaly,87.9763,0.054711,0.801226,0.0789773,74.9619,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9826,-1,-0.0352454827155055,Anomaly,87.9217,-0.2732159999999999,2.01141,0.0803599,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9827,-1,-0.0087946423490817,Anomaly,88.2194,-0.2732159999999999,1.39003,0.0797725,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9828,-1,-0.0122774027127383,Anomaly,87.9873,-0.2732159999999999,1.39978,0.0810258999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9829,-1,-0.0015958951128235,Anomaly,87.917,-0.2732159999999999,1.42123,0.079307,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9830,-1,-0.0202193794788675,Anomaly,87.9006,-0.2732159999999999,1.1109,0.0801613,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9834,-1,-0.0061674842876648,Anomaly,87.8729,-0.2732159999999999,1.68468,0.0812217,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9835,-1,-0.0099349543664278,Anomaly,88.0219,0.054711,1.85564,0.0798888,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9838,-1,-0.0043498122145678,Anomaly,87.9791,0.054711,1.86735,0.0797743,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9839,-1,-0.0183275056634488,Anomaly,88.024,-0.2732159999999999,2.14565,0.0820188999999999,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9840,-1,-0.018113492815618,Anomaly,88.0728,0.382638,1.89978,0.0803336,74.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9841,-1,-0.0200746048762187,Anomaly,88.2983,-0.2732159999999999,1.1463,0.0805545,73.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9842,-1,-0.0406632500816477,Anomaly,88.2116,-0.2732159999999999,1.90915,0.0806758,73.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9843,-1,-0.0099972985529789,Anomaly,88.3852,0.054711,2.00075,0.0808632,74.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9844,-1,-0.0043208728249448,Anomaly,88.5848,0.054711,1.23266,0.0801111,74.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9845,-1,-0.0097527042176683,Anomaly,88.3945,0.054711,1.76082,0.0815099,74.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9892,-1,-0.0060471343363958,Anomaly,88.8309,0.054711,2.16701,0.0801393999999999,76.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9924,-1,-0.0064217897328501,Anomaly,88.4572,-1.257,1.862,0.0805133,76.9808,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9936,-1,-0.0015835656644717,Anomaly,88.2142,0.054711,1.35576,0.0811963999999999,76.0194,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
9969,-1,-0.0003506411663047,Anomaly,88.27799999999999,-0.2732159999999999,1.92693,0.0797156,77.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
10022,-1,-0.0010192822237811,Anomaly,88.3516,0.382638,1.12727,0.0797012,77.0,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
10033,-1,-0.0016770302195289,Anomaly,87.6903,0.054711,2.1507,0.0803028,76.0197,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
10171,-1,-0.0101515925246237,Anomaly,87.2145,-0.601143,1.8999,0.0820878,76.9806,Possible rotor imbalance | Possible overheating | Possible valve blockage,WARNING,Inspect rotor alignment and bearings
10294,-1,-0.0165962794831104,Anomaly,87.5276,0.710565,2.02112,0.0799813,77.0,Possible rotor imbalance | Possible overheating,WARNING,Inspect rotor alignment and bearings
